p,r,w,v,T
8,139,18,2,171
12,348,20,2,192
26,699,17,2,125
15,701,18,1,195
11,293,21,2,151
22,411,21,2,104
6,47,20,1,128
30,295,18,1,126
18,95,21,3,158
18,297,19,1,175
22,95,21,3,182
13,96,17,1,178
19,359,19,2,110
13,360,21,1,192
18,421,19,1,150
15,241,20,2,167
7,303,21,1,157
18,97,20,1,113
8,730,20,2,113
17,195,20,1,200
12,734,17,2,172
15,736,19,1,172
15,369,21,2,132
14,247,19,3,131
2,49,19,1,125
15,198,17,2,123
25,99,19,1,113
16,249,17,1,152
22,50,21,3,173
15,376,19,3,167
16,50,17,1,194
14,201,18,1,183
21,101,21,1,155
19,152,21,1,116
13,51,20,2,183
15,318,17,3,165
16,204,21,1,148
16,153,20,1,112
9,385,21,1,142
16,386,17,1,126
18,387,18,2,159
16,258,20,1,123
12,259,18,1,186
16,519,19,1,106
15,325,20,1,195
22,457,18,1,158
10,262,17,1,145
18,459,20,2,135
17,460,20,1,106
16,53,20,3,115
16,159,19,2,115
16,530,19,1,175
17,332,19,3,118
19,798,19,3,136
13,400,19,1,174
17,267,18,1,160
21,335,21,3,116
25,403,19,2,198
15,108,17,1,110
20,162,20,2,132
18,54,17,5,104
14,54,17,3,177
16,476,18,1,160
15,55,18,1,155
16,342,19,1,195
25,164,20,2,167
17,220,20,3,182
15,826,18,2,194
20,55,21,1,173
16,111,20,1,156
18,222,21,2,183
16,834,21,5,185
18,557,21,2,116
17,168,19,1,138
15,168,21,2,175
17,491,18,1,123
16,225,20,1,184
19,564,17,2,129
18,847,19,2,198
16,170,21,2,128
15,497,17,1,149
18,427,17,1,135
33,428,17,1,170
22,286,20,1,129
24,286,21,2,183
16,502,18,1,149
19,58,17,3,114
8,360,21,4,137
16,506,21,2,160
17,232,18,1,169
23,232,18,2,181
15,175,17,2,199
21,58,18,1,107
9,58,20,2,130
21,879,21,1,151
18,117,18,2,107
23,883,21,1,196
16,295,20,2,126
18,591,20,1,200
11,518,20,1,113
7,594,17,4,128
3,595,19,1,200
17,894,18,2,138
16,896,19,1,193
18,60,18,2,105
