p,r,w,v,T
16,143,23,1,132
27,180,23,1,160
13,316,18,3,176
20,544,21,1,124
16,364,23,2,178
7,319,17,1,200
27,37,20,2,172
14,552,22,2,165
22,111,21,1,131
18,148,18,2,103
12,149,24,2,158
17,186,25,3,144
15,150,20,1,127
9,282,25,3,129
15,151,21,2,102
13,151,20,2,172
24,114,18,1,137
17,38,19,3,181
15,76,22,2,105
16,192,23,1,115
15,192,18,1,190
15,193,25,2,131
18,387,23,1,191
12,78,22,1,140
18,341,25,2,124
10,39,23,2,173
4,343,21,1,145
16,345,20,1,167
6,593,18,3,135
24,119,25,1,130
15,199,18,2,113
21,40,19,1,140
14,200,21,3,140
12,602,20,1,119
18,403,22,2,123
16,81,25,2,172
22,253,17,2,170
15,203,23,1,107
9,41,25,3,112
15,409,25,1,167
18,41,23,2,135
22,618,21,1,164
16,362,25,3,143
14,311,20,1,168
15,260,18,1,132
15,125,19,1,197
15,42,23,1,107
20,420,20,4,160
23,211,23,2,114
9,422,17,2,117
12,85,23,2,106
16,425,25,3,154
14,320,20,1,108
12,641,18,1,173
21,43,22,1,201
4,323,23,1,100
20,647,21,1,100
12,216,23,5,193
17,43,18,1,112
18,327,20,1,101
11,273,18,3,115
12,274,20,3,131
17,220,19,1,185
31,88,23,3,183
14,663,24,4,188
22,277,18,2,183
23,44,17,3,145
24,390,21,2,189
19,447,22,3,151
26,280,25,2,136
10,225,20,3,165
10,338,21,1,181
14,396,17,1,190
18,284,23,1,103
18,91,19,3,170
21,91,19,1,191
20,400,21,4,123
19,46,21,2,170
7,138,17,2,116
16,692,20,2,177
15,289,17,2,115
16,139,23,1,159
10,465,22,1,143
11,140,22,1,140
17,293,19,1,161
27,293,21,3,119
8,353,25,2,126
19,189,22,1,130
14,47,25,1,194
21,475,22,4,161
23,238,23,2,137
16,298,21,1,137
15,144,22,1,111
10,420,17,2,137
15,361,20,2,111
22,482,21,4,104
19,423,17,1,156
16,485,21,1,184
15,49,23,2,111
22,488,20,2,126
14,733,20,4,112
14,368,20,1,195
11,98,22,1,177
16,49,24,1,186
16,247,22,1,142
17,372,22,1,121
11,50,21,3,133
19,498,21,2,113
14,50,17,2,167
15,313,19,1,162
14,251,17,5,105
16,252,23,1,110
15,151,18,2,174
12,316,23,1,147
20,380,21,3,186
16,763,23,1,107
22,510,23,1,131
20,102,18,3,187
9,448,25,5,148
24,205,25,1,153
22,155,25,1,182
30,323,20,4,186
14,155,21,3,105
17,454,25,1,195
16,520,18,1,133
11,326,21,1,107
2,52,22,1,158
16,328,20,1,143
18,158,25,1,138
16,329,20,1,173
20,396,21,2,111
15,159,22,1,145
26,332,24,3,170
14,532,17,1,148
15,400,19,3,194
