p,r,w,v,T
2,176,18,1,167
13,141,19,1,141
16,177,22,1,172
15,114,25,1,186
16,250,18,2,186
20,115,21,1,151
5,115,19,3,154
12,181,18,3,181
7,87,20,3,178
12,439,18,2,197
11,184,22,1,106
17,258,24,1,164
18,118,19,1,177
16,149,22,1,178
23,299,22,1,176
25,150,23,2,154
21,226,22,1,128
8,121,21,1,126
14,152,20,1,158
16,91,20,3,123
16,153,22,2,100
24,92,24,1,171
21,309,17,1,109
14,271,22,1,153
16,93,25,1,176
15,31,18,2,116
13,314,17,3,140
25,276,19,1,149
14,277,24,2,118
10,476,18,1,134
28,319,22,2,148
15,128,22,2,199
18,201,25,1,157
15,129,24,1,177
14,97,23,1,146
15,325,18,2,107
16,245,22,4,133
16,491,18,1,156
16,132,17,1,136
11,132,18,1,182
18,133,21,1,150
4,67,21,2,144
9,67,25,3,150
20,134,22,1,139
16,34,17,1,201
15,68,17,1,178
1,339,22,2,190
18,510,22,2,129
11,102,17,3,148
10,171,24,2,166
18,215,17,2,167
10,302,21,3,106
11,104,18,2,163
28,261,25,2,135
17,35,17,2,161
15,263,25,2,153
2,307,24,2,173
10,220,20,1,104
6,531,21,1,130
14,222,17,3,113
14,71,20,3,118
18,179,23,2,117
19,538,19,1,110
31,144,17,2,142
16,226,25,2,134
17,317,23,2,102
16,546,24,2,130
17,37,20,3,170
16,275,23,3,108
6,184,22,3,127
21,74,17,1,172
21,324,17,1,158
5,149,22,3,175
16,233,17,3,175
5,75,19,4,103
9,113,20,1,190
16,75,25,1,185
10,76,17,1,139
15,237,17,1,177
6,570,18,2,130
18,191,24,1,116
17,335,17,1,119
21,77,19,1,193
19,39,23,2,195
8,155,19,1,105
16,339,18,1,153
12,292,24,3,103
18,341,21,1,109
23,39,19,2,181
15,196,23,1,115
17,197,23,1,188
19,593,18,1,189
13,248,24,1,122
15,159,22,1,133
28,40,25,2,106
17,400,17,3,128
8,402,21,2,177
15,161,24,2,169
21,81,24,1,140
23,304,24,1,175
19,407,19,2,126
30,122,18,2,195
18,409,24,2,116
14,205,20,1,194
15,123,21,1,117
12,83,19,3,127
20,362,20,3,176
21,83,20,1,125
10,312,24,3,138
6,84,17,1,147
10,262,21,4,145
5,631,19,1,186
17,264,23,1,185
11,85,25,3,135
9,127,22,1,137
16,319,24,1,136
15,43,23,3,103
22,374,21,3,119
11,644,22,1,110
19,43,22,5,163
15,378,25,2,180
21,130,24,2,107
25,380,23,1,193
18,87,23,2,188
11,273,17,1,200
17,383,18,1,142
13,44,21,3,184
20,275,24,2,111
19,387,23,3,200
13,332,21,1,176
14,278,21,1,119
31,89,23,1,167
24,45,17,1,168
17,45,19,2,156
14,180,24,3,110
16,451,19,2,188
10,452,21,1,187
15,283,25,3,157
21,454,20,1,167
18,285,20,1,194
4,685,24,1,136
16,286,23,1,156
16,287,20,1,127
5,92,22,1,109
16,231,18,1,164
4,347,23,2,159
15,186,18,2,199
25,47,19,2,144
17,350,23,2,160
19,47,17,1,198
16,94,24,1,151
13,294,23,1,192
10,47,24,1,120
16,237,19,1,161
5,237,23,1,121
11,190,21,2,186
16,715,19,3,193
16,359,18,1,158
20,192,25,1,187
20,240,22,2,107
16,145,24,1,149
12,483,23,2,142
25,424,25,1,101
10,304,20,2,182
1,49,24,3,184
25,366,18,1,103
11,734,23,3,186
22,49,17,2,133
12,430,17,1,187
7,493,24,1,146
8,49,20,1,177
22,434,19,2,123
18,248,25,2,187
16,498,20,1,135
17,150,17,1,137
22,200,17,1,107
14,151,21,3,170
16,151,17,1,142
11,151,20,2,159
13,443,23,4,101
14,101,19,1,113
10,51,22,2,141
14,204,18,2,173
25,102,18,2,137
15,154,19,4,197
17,257,24,1,167
15,450,17,1,114
16,103,23,1,195
11,776,22,1,109
16,389,22,1,161
15,260,22,2,181
10,156,18,4,156
26,157,18,1,156
18,785,22,1,189
10,105,18,2,130
26,53,21,1,193
12,527,23,2,143
24,211,25,1,180
13,463,19,1,129
18,265,18,2,117
9,160,18,3,131
14,467,25,2,190
18,334,19,1,193
8,107,24,4,178
17,403,23,1,185
8,336,21,1,166
16,337,23,2,104
17,162,25,1,147
18,271,24,1,119
35,408,20,2,151
16,109,17,2,145
13,819,19,3,117
20,547,25,1,117
30,548,20,1,158
10,165,20,1,193
25,413,19,2,134
12,55,23,1,104
16,166,24,2,186
26,555,18,2,199
14,417,20,1,129
16,836,21,3,153
5,349,24,1,180
27,280,20,1,160
25,491,17,2,134
15,56,21,1,195
20,169,19,1,161
