p,r,w,v,T
13,39,18,3,125
16,244,19,1,178
13,78,19,1,182
16,118,11,1,102
11,39,18,1,105
14,119,17,1,155
13,198,24,1,199
10,597,16,1,188
14,399,14,1,192
14,200,22,1,117
14,301,19,1,129
15,252,12,2,189
14,354,11,1,181
14,355,13,4,113
20,203,18,1,137
17,82,11,1,124
20,256,16,1,171
12,41,25,1,121
14,617,18,1,130
18,413,23,1,121
15,207,14,1,125
13,124,16,1,179
9,166,19,1,103
20,365,24,1,173
9,167,14,1,136
14,210,21,1,126
12,168,23,1,195
14,317,19,1,171
19,318,25,1,200
17,212,19,1,100
14,266,16,3,147
13,43,19,1,112
16,43,22,1,148
20,215,15,3,101
18,215,22,1,186
11,648,17,1,143
14,650,11,1,118
20,380,23,1,158
13,327,22,2,169
18,44,12,1,105
14,438,19,1,187
19,220,21,1,174
17,440,15,1,114
16,442,12,1,151
14,387,19,2,163
13,133,16,1,143
14,45,12,1,120
17,179,16,1,125
12,392,11,1,177
16,449,19,2,174
14,675,14,1,200
18,395,12,1,193
18,136,21,2,124
20,454,25,1,154
13,45,17,1,128
13,228,21,1,132
21,286,18,1,129
18,458,13,1,111
13,46,11,1,149
14,288,17,1,103
15,404,14,1,186
20,347,12,2,183
16,46,14,1,137
16,186,16,1,145
11,47,18,1,199
15,94,18,2,183
11,411,25,1,158
19,294,21,2,153
14,47,11,1,103
16,414,11,1,162
13,237,21,2,125
12,297,21,1,130
15,238,21,4,198
8,299,22,1,113
14,299,24,1,170
17,48,23,1,129
21,722,22,1,187
14,724,19,1,200
14,194,14,1,130
20,97,25,1,161
8,146,25,1,144
18,195,18,1,102
20,98,18,4,191
16,147,24,1,116
11,49,24,1,181
15,49,25,1,125
13,370,17,1,175
17,247,12,3,143
14,434,22,2,194
13,373,23,1,144
16,311,19,4,188
17,499,11,1,134
16,100,17,1,119
16,201,23,1,104
19,252,24,1,190
13,504,20,1,134
12,316,17,1,181
19,51,19,3,107
13,317,11,1,198
14,764,11,1,139
15,447,18,1,171
10,51,17,1,128
17,769,21,1,139
14,450,14,2,177
17,451,19,3,111
18,323,19,1,104
15,388,20,1,150
19,389,14,1,182
11,325,21,1,141
16,391,15,1,140
13,52,21,1,148
14,524,16,2,123
14,459,22,1,135
19,394,15,1,169
9,329,19,3,112
17,330,22,2,105
18,159,23,2,155
13,332,21,1,119
15,466,23,1,111
17,400,22,1,170
19,214,25,1,193
17,335,11,1,197
14,470,13,2,119
14,404,22,1,116
15,472,12,1,154
14,162,24,2,158
21,108,25,1,131
16,543,14,1,121
13,272,17,1,139
18,409,23,1,191
17,219,13,1,168
10,548,25,1,156
13,110,12,1,176
19,110,23,1,196
17,110,24,1,133
13,553,18,1,193
18,111,25,1,101
14,347,17,1,145
13,167,23,1,106
15,488,24,1,200
13,56,23,1,145
11,280,24,1,192
15,351,21,1,188
9,169,14,2,149
14,493,23,2,141
13,113,14,1,128
17,57,24,1,123
19,170,12,1,199
21,227,14,3,129
15,569,14,1,103
18,499,23,1,157
17,429,14,1,147
15,573,12,1,142
16,502,15,2,183
19,115,21,1,133
