p,r,w,v,T
15,258,18,2,179
8,119,13,1,168
21,89,16,1,191
29,30,12,2,103
21,301,18,1,135
24,189,11,1,103
16,152,13,3,166
17,228,14,2,123
18,92,13,1,103
23,461,15,4,186
15,193,8,3,164
20,232,8,5,132
16,311,14,2,172
18,31,16,1,106
21,471,18,3,126
13,276,12,3,138
8,158,8,1,116
17,159,8,2,150
11,479,17,2,142
20,321,14,2,181
14,129,10,1,112
17,283,11,1,167
24,325,12,2,140
27,130,17,1,167
28,286,10,2,159
14,66,14,4,161
15,495,15,4,118
16,166,17,3,102
18,166,10,1,120
6,167,10,2,103
21,67,17,2,180
16,505,18,4,114
14,296,9,2,200
16,254,12,1,107
24,341,14,2,189
34,137,17,2,133
19,34,15,2,169
17,215,16,2,106
25,346,10,1,190
9,174,10,1,157
17,523,18,1,121
27,70,15,1,160
13,105,16,3,107
22,220,15,3,146
2,310,8,1,184
17,311,12,3,195
16,312,12,1,133
12,358,15,1,140
13,108,11,1,125
22,541,11,1,153
17,181,10,1,174
18,73,9,1,104
16,547,11,1,131
16,229,10,2,126
24,367,17,1,125
19,74,13,1,196
13,555,11,5,192
24,232,8,1,122
14,559,15,3,124
16,280,10,2,167
14,38,17,1,146
19,113,12,3,160
16,38,10,5,159
7,284,12,2,123
16,380,11,3,157
20,334,17,2,159
20,77,12,3,165
4,288,18,1,176
26,39,12,1,126
8,387,16,1,157
16,340,8,2,142
19,117,8,1,200
3,39,12,2,167
16,39,16,1,175
28,197,17,1,108
10,247,8,2,127
6,159,17,1,102
20,80,17,1,161
